cod_individuo;num_apolices_ativas;tipo_cobertura;valor_premio_anual;tempo_cliente_dias;data_primeira_apolice;num_produtos_contratados;valor_cobertura_total;franquia_media;canal_aquisicao;pagamento_em_dia;desconto_aplicado_pct;metodo_pagamento
IND-221303169585;1;Plus;R$ 1.399,38;3369.0;2017/3/11;6;R$ 180.862,79;724,44;Indicacao;Sim;0.023;PIX
IND-221303249427;4;Basica;R$ 1.274,49;1266.0;12-13-2022;1;526.479,52;R$ 1.090,44;Agente;Sim;0.165;PIX
IND-221301268016;1;PADRAO;R$1.712,40;5316.0;11-11-2011;6;R$ 213.398,09;R$ 2.010,18;Agente;Sim;0.046;Pix
IND-221301644411;1;Premium;1101.76;1878.0;2021/4/10;5;221092.38;1232.94;Indicacao ;Sim;0.035;DEB AUTO
IND-221302201114;4;?;1480.44;609.0;09-30-2024;1;112627.56;R$ 643;Agente;OK;0.145;debito
IND-221301923967;1;BASICA;R$ 541,53;691.0;10/07/2024;2;R$ 150.909;R$ 369;Digital;Sim;0.038;Boleto
IND-221300247589;4;Basic;R$1.047,98;510.0;2025-01-07;;R$ 127.953,94;R$ 451,72;Agente  ;OK;0.152;Pix
IND-221302713723;3;Basica;NULL;2323.0;2020-01-21;1;R$ 75.747,79;1311.94;Agente;1;0.103;Cartão
IND-221302157387;3;Basica;R$ 1.398,91;null;06/08/2022;1;104231.63;R$716,64;Indicacao  ;S;0.128;DEB AUTO
IND-221302203885;2;Basica;R$1.060,26;1735.0;2021-08-31;1;R$ 88.518,16;R$ 579,17;Agente ;S;NA;BOL
IND-221302447902;1;padrao;1319.14;3659.0; ;4;R$103.125,23;R$ 929,12; Agente;S;0.06;PIX
IND-221300439832;4;Básica;R$ 1.252,14;#N/D;15/02/2020;?;R$ 98.156,43;R$ 1.470,46;Agente;1;0.153;Cartao
IND-221301184009;1;padrao;NA;4039.0;2015/5/11;4;R$ 178.752,28;R$ 962,63;Digital;Em dia;0.013;pix
IND-221302220806;5;Padrão;R$ 1.254;552.0;26/11/2024;1;R$ 166.092,50;941.1;Indicacao;S;?;BOL
IND-221303185123;3;Basic;R$ 1.363,34;1151.0;07/04/2023;1;R$ 105.440;R$ 1.120,87;Agente;N;0.145;Boleto Bancario
IND-221301287089;3;Basic;766,00;1462.0;31/05/2022;1;125008.02;342.7;Agente;OK;0.092;BOL
IND-221302678056;4;Basica;959.71;1921.0;2021/2/26;1;R$153.774,47;R$ 414,06;Agente ;OK;0.182;Cartao
IND-221300646531;NA;PADRAO;1.246,02;3340.0;2017/4/9;2;R$134.682,02;1357.36;Digital;S;0.08;Boleto
IND-221303249438;1;BASICA;R$ 692,30;4149.0;2015/1/21;2;132979.78;R$616,13;Telefone;#N/D;0.055;PIX
IND-221302855748;4;Padrao;1345.97;198.0;2025-11-15;1;R$ 122.787,96;R$ 1.605,76;Digital;OK;0.181;Cartão
IND-221300971774;1;PREMIUM;R$ 1.117,60;5543.0;03-29-2011;5;225837.32;R$1.175,91;Digital;Sim;0.066;debito
IND-221300477788;3;BASICA;R$ 1.183,23;1743.0;08-23-2021;1;105.357,86;865.31;Agente;Atrasado;0.129;Cartao_Credito
IND-221301795774;4;Basica;R$ 1.297,24;30.0;02/05/2026;1;R$102.435,52;R$ 1.118,00;Agente;Sim;0.139;Cartão
IND-221302250245;4;Std;1363.53;2686.0;2019-01-23;1;135842.98;1567.41;Digital;S;0.123;Boleto
IND-221302933079;2;padrao;R$ 4.065,69;2243.0;10 Apr 2020;2;R$ 174.726,96;R$ 962;Digital; ;0.077;Cartao
IND-221300617491;2;Basic;R$1.006,75;3570.0;08-22-2016;1;81.708,75;R$510,98;Telefone;Em dia;0.092;BOL
IND-221300904623;2;Padrao;R$ 1.112,48;2898.0;25/06/2018;2;157126.28;R$ 1.326,67;Digital;OK;0.091;boleto
IND-221300889072;3;basica;1.191,70;30.0;05-02-2026;1;106.650,24;R$ 514;Agente;1;0.15;Boleto Bancario
IND-221302008977;4;Padrão;R$ 1.389,20;793.0;2024-03-30;1;101199.12;621,38;Digital;OK;0.153;BOL
IND-221302880332;4;N/A;R$ -100,00;3289.0;30/05/2017;1;R$ 131.276,50;643.56;Telefone;Sim;0.18;Pix
IND-221302211999;3;BASICA;1.485,39;924.0;11-20-2023;1;82.524,07;R$ 1.535;Agente;OK;0.138;Cartao_Credito
IND-221300579923;2;Basic;R$ 761,45;2121.0;2020/8/10;1;92097.03;448,45;Agente;OK;0.057;Cartão
IND-221300261577;1;PADRAO;R$ 2.900;2498.0;30 Jul 2019;4;R$ 146.868;R$773,19;Agente;OK;0.058;Debito Automatico
IND-221300569003;2;Std;null;2903.0;20/06/2018;2;R$ 684.898,56;1.253,00;Agente;OK;0.115;Debito_Auto
IND-221303199566;1;premium;R$ 1.269,81;4223.0;2014/11/8;4;153907.04;699.33;Digital;Em dia;0.06;Pix
IND-221301287484;2;Padrão;R$ 1.249,72;2157.0;2020-07-05;2;152899.28;1276.85;Digital;Em dia;0.078;Cartao
IND-221303146263;4;basica;R$1.192,55;1141.0;17 Apr 2023;1;R$ 145.862,89;R$ 1.306;Agente  ;S;0.125;Debito Automatico
IND-221300992010;1;Std;?;  ;02/05/2026;1;268.943,76;  ;Telefone;S;0.016;pix
IND-221300938573;1;Prem.;1.094,96;4479.0;02-25-2014;4;R$ 145.892,31;R$ 1.240; Digital;S;0.046;Debito_Auto
IND-221300446261;4;Std;964.96;534.0;14/12/2024;1;N/A;R$ 1.066;Digital;S;0.142;Boleto
IND-221303202632;NULL;basica;R$4.138,92;1052.0;15/07/2023;2;R$ 137.502,35;R$ 1.368,16;  Agente;OK;0.119;PIX
IND-221301475444;3;Basica;1.080,59;2464.0;02/09/2019;1;R$ 105.517,23;1183.16;Telefone;Sim;0.121;  
IND-221301110999;3;BASICA;R$ 1.254;1129.0;29/04/2023;1;400949.32;R$ 1.060,79;Digital;1;0.174;boleto
IND-221300022802;5;Premium;1899.79;2122.0;09/08/2020;1;110.867,68;R$1.187,64;Agente;Sim;0.219;debito
IND-221301862947;1;padrao;R$ 1.112,79;1246.0;02 Jan 2023;4;726.863,40;R$ 636,28;Digital ;OK;0.068;Debito_Auto
IND-221300921100;3;Padrao;R$ 1.185,86;30.0;2026/5/2;1;R$ 165.724,37;R$ 514;Agente;Em dia;0.123;Debito_Auto
IND-221303080883;  ;PADRAO;R$ 1.271;708.0;NA;2;165653.07;R$ 1.013,78; Digital;Em dia;0.079;Cartão
IND-221303268061;1;PREMIUM;R$ 1.244,14;30.0;05-02-2026;4;R$ 211.405,20;R$ 1.110,10;Agente;Em dia;0.049;Cartao_Credito
IND-221300305796;1;N/A;R$ 981;6377.0;15/12/2008;NULL;R$ 155.989,32;R$ 781,00;Digital;Sim;0.049;Cartao
IND-221300583004;1;PADRAO;673.83;1486.0;07 May 2022;2;127863.6;658.27;Digital;OK;-;Boleto
IND-221302386957;  ;premium;R$1.454,90;2440.0;09-26-2019;1;122097.71;R$ 1.596,85;Telefone;Sim;0.172;Debito Automatico
IND-221302507945;2;Basica;R$ 1.292,89;2483.0;14/08/2019;2;110593.14;R$1.285,05;Agente;1;0.086;Cartao_Credito
IND-221301296762;4;Padrao;1.302,42;2386.0;19 Nov 2019;1;R$ 110.864,00;R$ 938,01;Indicacao;NA;0.158;Cartao
IND-221300630088;2;Plus;R$1.403,93;3744.0;01 Mar 2016;2;R$ 133.582,13;R$1.316,07;Telefone;S;0.101;Boleto Bancario
IND-221301398087;2;basica;R$ 1.055,08;4867.0;02 Feb 2013;2;136.202,38;R$ 1.162,13;Indicacao;1;0.083;boleto
IND-221302189733;5;Padrão;R$1.328,43;1897.0;03-22-2021;1;127551.41;944,87;Agente;S;0.167;Boleto Bancario
IND-221303161175;4;PADRAO;1.710,17;30.0;02 May 2026;1;R$ 124.040,58;1614.19; Digital;1;0.163;Debito Automatico
IND-221300757948;3;N/A;R$ 1.610,44;518.0;30 Dec 2024;1;R$ 83.715,31;R$1.760,02;Telefone;OK;0.133;DEB AUTO
IND-221301214972;1;Padrão;715.78;30.0;02/05/2026;3;215410.76;388.34;Digital;Em dia;0.035;Cartao_Credito
IND-221301680829;2;PREMIUM; ;4504.0;01-31-2014;2;R$ 122.697;R$ 758;Agente;S;0.116;Pix
IND-221302252352;3;padrao;R$ 1.870;3502.0;2016-10-29;3; ;2.117,17;Telefone ;1;0.159;PIX
IND-221300445342;3;Basic;R$ 1.041,75;1465.0;2022-05-28;1;R$ 98.182,06;R$ 783;Digital;Sim;0.088;debito
IND-221302491874;1;Std;1.281,75;1981.0;2020/12/28;4;R$ 135.416,30;R$ 1.259,95;N/A;1;0.044;debito
IND-221303055553;4;Basic;1277.13;1648.0;2021-11-26;1;99.491,19;1.035,93;Agente;1;0.188;Pix
IND-221301427002;4;Basic;1.057,28;30.0;2026-05-02;1;R$ 136.519,99;813,81;Digital ;1;0.198;boleto
IND-221301168396;3;basica;  ;30.0;?;1;159749.26;R$ 450,40;Indicacao ;OK;0.143;Debito_Auto
IND-221303094359;1;Prem.;1102.21;4966.0;26 Oct 2012;4;182625.09;R$666,21;Telefone;OK;0.021;PIX
IND-221300030977;1;Padrao;R$ 906;5892.0;2010-04-14;4;142410.62;417.35;Digital ;S;0.019;Cartão
IND-221300666200;2;padrao;R$1.319,71;4732.0;17/06/2013;2;#N/D;NA;Agente;Em dia;0.058;CC
IND-221301186087;3;basica;null;1459.0;2022/6/3;1;105119.55;R$ 1.382,36;Digital;Em dia;0.122;debito
IND-221302819609;2;PADRAO;972,77;2530.0;2019/6/28;3;247441.12;799.43; Agente;S;0.115;Cartão
IND-221301490064;3;Basic;NULL;2660.0;02-18-2019;1;R$ 91.534;R$1.129,77;Digital;1;0.124;BOL
IND-221302823040;1;premium;#N/D;3585.0;08-07-2016;5;R$171.447,58;R$ 1.292,65;Digital  ;1;0.021;Debito_Auto
IND-221303259407;2;premium;1.050,13;2706.0;03/01/2019;2;97.664,51;R$ 723,35;Agente;S;NA;BOL
IND-221300715575;4;basica;R$1.288,93;1960.0;18/01/2021;1;160758.35;R$ 1.415,84; Digital;Sim;0.144;Cartao
IND-221300926671;3;Básica;R$ 986,34;3054.0;20 Jan 2018;1;R$ 91.405,94;592.55; Agente;1;0.081;
IND-221303207891;5;Básica;1.654,29;2232.0;04-21-2020;-;R$ 138.025,49;1.801,46;Agente  ;OK;0.205;DEB AUTO
IND-221300345131;2;BASICA;988.82;1522.0;2022-04-01;2;R$ 143.095;704.83;Digital;1;0.052;pix
IND-221300417006;1;PADRAO;1.003,27;2065.0;2020-10-05;3;R$ 130.899;R$ 420,63;Digital ;1;0.034;debito
IND-221300479163;2;basica;R$ 928;2474.0;08-23-2019;1;R$ 100.486,79;R$1.082,13;Digital;S;0.04;PIX
IND-221301416035;3;Basica;1.269,47;740.0;22/05/2024;1;102946.69;R$ 1.169;Digital;1;0.138;-
IND-221300588727;4;Std;1649.89;1302.0;07 Nov 2022;1;R$ 111.694,57;R$ 1.757,76;Digital; ;0.158;pix
IND-221302721473;4;Básica;R$ 1.136,56;398.0;-;1;R$ 88.109,43;R$582,63;Agente;Sim;0.108;BOL
IND-221300655983;4;Basic;R$ 912,11;3249.0;2017-07-09;1;R$ 82.507,04;438.99;Indicacao;S;0.154;Cartao_Credito
IND-221300294221;1;Premium;1351.17;1992.0;2020-12-17;5;127234.18;786,39;Digital;Nao;0.031;#N/D
IND-221303196729;5;Padrao;1.529,77;738.0;24/05/2024;1;R$140.678,80;R$ 943,63;Agente;Sim;0.192;CC
IND-221303077389;2;Padrão;1088.43;3113.0;2017/11/22;2;120.892,36;R$ 928,79;Agente ;null;0.103;BOL
IND-221300240898;3;PADRAO;R$ 1.325,60;4337.0;17 Jul 2014;1;102.255,78;784,93;Indicacao;Sim;0.113;Debito Automatico
IND-221302259476;2;Básica;1.254,23;997.0;2023/9/8;2;141140.01;  ;Telefone;?;0.087;CC
IND-221300294060;4;Basica; ;853.0;30/01/2024;1;155104.43;R$ 1.055,31;Agente;Em dia;0.162;boleto
IND-221301581456;3;BASICA;R$1.403,05;3579.0;2016/8/13;1;R$ 73.865,32;R$ 1.618,01;Agente;Em dia;0.133;Debito Automatico
IND-221300265979;3;Std;1347.07;920.0;2023-11-24;1;R$ 85.785,31;R$ 1.534;Agente;S;0.117;Cartao_Credito
IND-221301081245;3;N/A;1558.23;1082.0;15 Jun 2023;1;92301.30;1753.05;Digital;Em dia;0.116;Debito Automatico
IND-221302856851;3;PADRAO;R$ 909,27;448.0;2025/3/10;1;158326.02;R$ 395,40; Digital;Em dia;0.12;Boleto Bancario
IND-221301960414;1;premium;null;4343.0;07-11-2014;4;R$152.020,98;R$ 1.288,72;Agente;Em dia;0.042;Debito Automatico
IND-221302369999;2;Std;995.53;;2022/5/28;2;130981.35;R$761,32;Agente;OK;0.076;BOL
IND-221303275814;1;premium;918,86;?;25 Jun 2017;3;R$ 134.134;566,50;Agente;S;0.026;DEB AUTO
IND-221301879966;1;Padrão;R$ 1.419;1844.0;05-14-2021;4;132.005,41;R$ 1.063,17;  Telefone;OK;0.05;CC
IND-221302325193;1;N/A;R$ 1.539,15;392.0;2025-05-05;5;R$124.520,17;R$1.213,09;Digital;Em dia;0.071;Debito Automatico
IND-221303151582;3;BASICA;R$1.041,81;1551.0;03/03/2022;;R$ 137.613,60;R$ 808,38;Agente;Sim;0.115;BOL
IND-221300914736;3;null;1.638,11;3094.0;11/12/2017;1;R$ 69.654,40;786.35;  Indicacao;Em dia;0.13;Boleto Bancario
IND-221302784440;1;Premium;906.22;4986.0;2012/10/6;3;R$ 126.073,83;R$ 559,94; Agente;-;0.054;pix
IND-221301936776;3;Padrao;893.66;433.0;25/03/2025;1;121390.37;888.62;Digital;S;0.115;Cartao_Credito
IND-221302904181;1;#N/D;R$1.317,64;4604.0;10-23-2013;?;162.674,50;  ;Agente;S;0.055;NULL
IND-221303212949;4;Básica;R$ 2.494,65;1645.0;29 Nov 2021;1;R$105.436,63;R$ 1.606;Indicacao;OK;0.172;DEB AUTO
IND-221301380444;2;Std;1.080,22;2118.0;08-13-2020;2;R$ 151.652,96;1207.16;-;Sim;0.084;Debito_Auto
IND-221301302677;NULL;Basica;R$ 1.099,37;689.0;12 Jul 2024;1;127.000,96;R$ 1.186,09;Agente;Em dia;0.156;Cartao_Credito
IND-221301855997;1;Std;1.330,76;2074.0;2020-09-26;5;189395.07;1515.89;N/A;S;0.035;Cartao
IND-221302355957;2;Padrao;1137.68;2209.0;14 May 2020;2;149711.55;R$601,43;Agente;S;0.039;pix
IND-221303097552;1;PREMIUM;R$1.060,25;3466.0;12-04-2016;3;100.750,18;R$659,24;Digital ;OK;0.026;Debito Automatico
IND-221300106435;3;Basica;1.022,53;2387.0;18/11/2019;2;266.219,43;686.13;Agente;1;0.096;Boleto
IND-221300092026;2;BASICA;R$ 1.021,34;2758.0;11-12-2018;null;R$ 158.691,49;R$ 711,96;Digital;Em dia;0.056;Debito Automatico
IND-221301246134;4;padrao;R$ 1.121,41;1908.0;11 Mar 2021;-;R$ 171.043,34;668,59;Digital;1;0.173;Boleto
IND-221301322241;2;Plus;1.258,25;2857.0;08-05-2018;3;198.948,95;615.59;Telefone;Sim;0.058;Debito_Auto
IND-221303021120;2;Padrao;R$ 1.072,98;2126.0;2020/8/5;1;57151.37;R$ 565,05;Indicacao;Sim;0.055;Cartao_Credito
IND-221302143574;3;padrao;R$ 2.302,35;1674.0;2021-10-31;null;R$ 103.947,62;846,64;N/A;Sim;0.108;PIX
IND-221300678284;3;Básica;R$ 964,43;3032.0;02-11-2018;1;R$ 118.960,85;R$1.119,91;Agente;S;0.125;Pix
IND-221301823161;3;Std;R$874,34;2675.0;NULL;1;R$ 138.404,72;R$ 694,98;Digital;S;0.115;Debito_Auto
IND-221303303705;1;Padrão;1.211,67;-;06/10/2019;6;R$ 168.776,25;  ;Digital;Nao;0.003;boleto
IND-221300964752;1;Padrao;579,55;2050.0;2020-10-20;2;R$ 126.312,11;452,35;Agente; ;0.029;Debito Automatico
IND-221302243949;2;PADRAO;1297.91;2774.0;10-27-2018;2;R$ 133.393,60;1.198,21;Telefone;0;0.083;DEB AUTO
IND-221302827472;2;PADRAO;R$ 1.109,61;2693.0;16/01/2019;2;148676.2;R$452,92;Digital;OK;0.088;debito
IND-221300067189;4;basica;R$ 1.225,31;1469.0;05-24-2022;1;106040.56;R$ 872,69;Agente ;S;0.171;DEB AUTO
IND-221301990012;5;N/A;R$1.546,98;871.0;2024/1/12; ;118135.57;697.66;Agente  ;S;0.22;debito
IND-221302127836;2;BASICA;R$ 1.305,13;1217.0;01-31-2023;2;151631.69;R$ 1.272,27;Indicacao;Sim;0.1;debito
IND-221300482196;1;;R$ 977,33;3832.0;2015/12/4;4;null;843,12;Digital ;Sim;0.027;boleto
IND-221302961016;3;basica;R$ 820;257.0;17/09/2025;1;99560.21;R$543,70;Digital;Sim;0.137;Cartao
IND-221303078198;2;Padrao;1188.5;42.0;2026/4/20;2;107.834,71;R$688,02;Indicacao;Sim;0.093;Cartão
IND-221301469874;#N/D;Premium;1.167,52;3527.0;10-04-2016;null;186589.75;R$1.349,69;Digital;S;0.037;BOL
IND-221303203762;2;Std;R$ 1.266,15;1245.0; ;2;R$ 155.514;R$ 1.171,24;Digital;OK;0.052;Cartao_Credito
IND-221302983306;1;padrao;883,73;5417.0;02/08/2011;5;R$ 237.718,13;626,22;Agente;1;0.017;Debito_Auto
IND-221301734281;1;PREMIUM;1.302,90;5189.0;03-17-2012;4;R$ 114.151,11;R$ 983;Telefone;Sim;0.098;Debito Automatico
IND-221301955767;1;premium;1093.33;3411.0;01-28-2017;4;  ;R$ 719;Agente;Sim;0.063;PIX
IND-221300977752;3;BASICA;1371.92;?;20 Jan 2022;1;370192.32;NA;Telefone;Sim;0.131;DEB AUTO
IND-221301817943;1;PREMIUM;R$ 1.427,01;5553.0;N/A;null;213.238,62;1585.41;Digital;S;0.05;Cartao
IND-221302245454;4;basica;R$ 1.144,66;30.0;02/05/2026;1;118265.62;1.031,12;Agente;0;0.172;Boleto
IND-221302222854;3;Básica;1522.12;953.0;22 Oct 2023;1;R$ 454.696;R$ 1.641,81;Digital;0;0.103;Boleto
IND-221302968726;1;Padrão;R$ 1.235,30;2794.0;07 Oct 2018;5;R$ 125.841,43;R$ 784,77;Agente;Sim;0.011;Debito Automatico
IND-221303167519;4;Std;1.163,83;257.0;2025/9/17;1;R$ 125.547,23;1041.51;Telefone;Atrasado;0.206;debito
IND-221303008875;2;Padrao;R$1.067,18;984.0;2023/9/21;2;188869.44;R$ 940,33;  Digital;OK;0.082;Debito_Auto
IND-221300931373;1;Plus;1176.27;3589.0;03/08/2016;4;144624.59;R$ 669,94;Agente;OK;0.012;boleto
IND-221300609084;3;padrao;1571.76;1457.0;2022/6/5;1;R$ 77.791,16;R$ 1.506,31;Digital;Sim;0.158;PIX
IND-221300012103;4;padrao;1.181,06;294.0;08-11-2025;1;126.112,11;1.129,66;Digital;OK;0.144;Boleto Bancario
IND-221302461300;4;Básica;R$ 1.561,11;703.0;2024-06-28;1;R$86.167,78;R$ 1.500,01;Agente ;N/A;0.174;boleto
IND-221302492451;3;basica;R$ 1.106,00;51.0;11 Apr 2026;1;111932.09;706,25;Telefone;S;0.107;Boleto
IND-221300858920;1;Prem.;1550.01;4565.0;01/12/2013;4;R$ 111.292,86;R$ 1.524,78;  Agente;S;0.051;pix
IND-221301737808;4;Padrão;R$ 1.299,84;30.0;02 May 2026;2;R$ 239.339,75;940.58;Agente;Sim;#N/D; 
IND-221302165869;3;Basic;1.373,00;2196.0;27 May 2020;1;R$ 108.731;R$ 1.151,13;;OK;0.141;BOL
IND-221302884330;1;Prem.;R$ 1.167,58;2199.0;2020/5/24;5;160.353,17;770,78;Agente;OK;0.015;DEB AUTO
IND-221300013014;4;PADRAO;R$ 1.217,39;1028.0;08/08/2023;2;195.904,42;R$ 647,13;Indicacao;S;0.144;PIX
IND-221303126556;1;Prem.;R$ 1.101,92;1135.0;?;5;R$126.901,58;1030.41;Agente ;Sim;0.021; 
IND-221300689919;1;premium;R$1.249,73;1618.0;26 Dec 2021;5;126.599,36;1.102,56;Telefone;1;0.013;debito
IND-221302075593;1;padrao;R$ 542,00;2214.0;09/05/2020;2;R$ 135.440,43;R$ 217;Agente;OK;0.04;Cartão
IND-221303094107;3;premium;R$ 1.424;1990.0;19/12/2020;1;R$105.839,93;1222.36;Agente;Sim;0.086;Debito Automatico
IND-221302888146;3;Premium;R$ 1.739,03;2918.0;06-05-2018;2;168920.18;R$717,48;Agente  ;Em dia;0.113;Debito Automatico
IND-221303211504;3;Basica;R$1.066,33;440.0;18/03/2025;1;126.318,83;R$ 465,05;Agente;1;0.08;Debito Automatico
IND-221302846812;1;Prem.;1179.68;;2011-04-27;4;R$195.175,57;1.396,47;Digital;OK;0.069;Boleto Bancario
IND-221300455488;1;PREMIUM;R$ 1.276;2581.0;08/05/2019;5;192.069,21;1212.65;Agente;Sim;0.024;  
IND-221301570872;2;PADRAO;R$1.224,66;2450.0;09-16-2019;2;#N/D;1294.43;Telefone;Sim;0.076;Debito Automatico
IND-221303166813;1;Premium;965.12;2259.0;#N/D;4;R$ 144.195;968.78;N/A; ;0.018;CC
IND-221302666758;4;padrao;R$ 1.416,68;1042.0;2023/7/25;1;R$ 133.628,71;923,53;Agente;S;0.194;Cartão
IND-221302907198;1;Padrão;1232.92;4526.0;01-09-2014;4;R$ 191.117;R$ 1.265,31;Agente;Em dia;0.046;DEB AUTO
IND-221303027858;2;premium;R$ 2.944,64;4097.0;14 Mar 2015;6;215151.52;2683.79;Indicacao;S;0.099;BOL
IND-221300751396;2;Padrão;R$ 1.449,33;2047.0;23 Oct 2020;2;R$ 129.395,41;1719.01;Telefone ;Sim;0.053;Cartao_Credito
IND-221302877658;1;Prem.;1324.10;2734.0;2018-12-06;3;107.504,82;R$ 1.285,38;Agente;OK;0.027;Cartão
IND-221300117609;4;Básica;R$1.130,08;1421.0;11 Jul 2022;1;R$ 154.803,83;622.98;Agente;1;0.154;Pix
IND-221300705614;1;Padrao;R$ 672;5277.0;2011-12-20;2;R$ 135.734,31;R$454,03;Digital;Atrasado;0.045;DEB AUTO
IND-221300284814;1;Plus;R$1.474,65;4307.0;2014/8/16;5;172749.50;R$ 1.326,02;Agente;Em dia;0.019;Debito_Auto
IND-221301926347;5;?;null;130.0;2026-01-22;1;R$ 111.409;R$ 1.472,71;Agente;S;;  
IND-221303267230;1;Prem.;R$1.246,98;2834.0;28/08/2018;4;R$ 139.455,40;686.14;Digital;OK;0.051;debito
IND-221300775518;3;BASICA;R$ 1.141,93;280.0;25/08/2025;1;116.475,94;R$ 1.031,53;Telefone;N;0.084;boleto
IND-221300407079;4;Padrao;R$987,49;1579.0;02-03-2022;1;R$ 136.346,98;1024.41;Telefone  ;Nao;0.17;Cartão
IND-221302526551;4;N/A;R$ 1.573,35;1209.0;08/02/2023; ;R$ 91.010,54;R$ 1.784,99;Agente;Sim;0.159;Cartao_Credito
IND-221301010960;1;basica;1106.94;2729.0;2018/12/11;5;R$187.865,46;?;Agente;Sim;0.08; 
IND-221303251575;1;Padrão;R$1.174,55;2195.0;28 May 2020;4;R$136.057,61;R$ 994;Agente;S;0.055;debito
IND-221301273441;1;Prem.;R$ 465,32;3433.0;2017-01-06;2;144020.23;434.66;Indicacao;S;0.025;debito
IND-221303005554;1;Prem.;R$ 1.145,80;6440.0;13/10/2008;3;97399.42;1062.19;Agente;Em dia;0.028;Cartao
IND-221303091198;4;Padrão;R$ 1.121,55;1514.0;09 Apr 2022;1;R$ 131.878,70;R$ 1.295,52;Digital;Nao;0.152;Debito_Auto
IND-221301359482;4;basica;1002.68;1905.0;14/03/2021;1;R$ 481.430,36;R$ 740;Digital;OK;0.162;boleto
IND-221301686199;3;Basic;1.515,62;2310.0;2020/2/3;1;R$ 65.631,31;1493.13;Indicacao;Sim;0.117;Pix
IND-221301699790;1;padrao;R$1.257,71;2145.0;2020-07-17;5;R$ 159.274,92;1439.90;Digital;OK;0.025;DEB AUTO
IND-221300659201;3;NA;R$ 1.415,66;1945.0;2021/2/2;1;92845.20;R$1.456,72;Agente;1;0.124;Cartao
IND-221300575163;3;Basica;R$ 1.123;418.0;04-09-2025;1;R$ 114.587,14;R$ 649,43;Digital;OK;0.071;Debito Automatico
IND-221301911487;2;Std;1.192,79;3126.0;2017/11/9;1;R$68.600,23;1148.44;Digital;1;0.074;Boleto Bancario
IND-221301805229;1;PREMIUM;1.054,15;4570.0;11-26-2013;5;183.633,36;714,98; Digital;1;0.034;Pix
IND-221301950232;1;Padrão;R$ 1.239,98;3596.0;27 Jul 2016;5;220.273,02;R$ 868,15;Agente ;1;0.034;null
IND-221300215680;?;BASICA;R$ 627,87;3766.0;08 Feb 2016;2;112.757,68;R$ 684,61;Telefone;S;0.036;Boleto
IND-221300447485;2;PADRAO;2395.87;3465.0;05 Dec 2016;4;520888.96;R$1.133,52;Agente;S;0.09;PIX
IND-221302527288;2;Premium;1123.49;3730.0;15/03/2016;2;123077.81;R$ 1.311;Digital;Em dia;0.098;Boleto Bancario
IND-221302871702;1;Premium;R$ 1.233,05;2194.0;29 May 2020;4;180588.0;R$ 1.152;Digital;1;0.061;pix
IND-221300065250;2;Std;  ;2407.0;10-29-2019;2;R$ 126.159,81;R$ 652,20;Digital;1;0.078;
IND-221300436350;4;Padrão;NA;1284.0;25/11/2022;1;88411.07;R$ 869,09;  Digital;Em dia;0.115;debito
IND-221301849335;2;padrao;R$ 1.008;3387.0;2017-02-21;2;R$ 135.820,91;R$1.071,25;Digital;Nao;0.066;DEB AUTO
IND-221300980507;1;PREMIUM;892,78;6375.0;17 Dec 2008;4;159996.17;R$ 504,24;Digital;1;0.051;DEB AUTO
IND-221301919994;5;Basica;1796.42;965.0;10 Oct 2023;1;R$ 118.151,97;R$ 1.451,19; Digital;Em dia;0.232;?
IND-221302580075;5;Basica;1399.77;1472.0;2022-05-21;1;131330.43;679.14;Agente;1;NA;Debito_Auto
IND-221300347713;1;premium;R$666,71;2118.0;13/08/2020;2;R$ 151.666,70;765.93;  Agente;1;0.041;DEB AUTO
IND-221303118866;1;Premium;R$ 1.297,93;2044.0;10-26-2020;5;116567.46;R$ 1.291,53;Digital;Em dia;0.064;debito
IND-221302169525;3;padrao;1.526,18;1420.0;12/07/2022;1;R$ 120.361,36;R$1.013,69;Indicacao;1;0.131;debito
IND-221300091672;3;Basica; ;30.0;2026/5/2;null;126718.33;R$1.382,94;Digital;?;;Debito_Auto
IND-221300315989;3;;R$ 1.211;2279.0;2020-03-05;1;R$ 99.620,92;1291.15;Digital;OK;0.101;CC
IND-221301338351;1;#N/D;1.029,85;4793.0;17/04/2013;4;137282.75;R$ 1.089,89;Digital;Em dia;0.029;DEB AUTO
IND-221300070574;4;Basica;R$ 1.593;2186.0;06-06-2020;1;null;R$ 1.255,06;Digital;1;0.163;Cartão
IND-221302930160;4;basica;1.180,91;3343.0;04-06-2017;1;R$ 100.385,63;1.147,92;?;?;NA;debito
IND-221302154708;4;Básica;NULL;2111.0;20 Aug 2020;1;140421.68;412,41;Telefone;OK;#N/D;Cartao
IND-221300985740;4;basica;1358.55;1402.0;30/07/2022;1;117.245,07;701.59;Telefone;Em dia;0.16;CC
IND-221302912664;4;Básica;R$1.159,87;1241.0;01-07-2023;1;R$137.386,21;763.81;Telefone;1;0.185;Debito_Auto
IND-221302957997;1;premium;1.118,23;2495.0;08-02-2019;4;R$ 132.341,05;R$ 883,95;Digital;  ;0.046;Boleto Bancario
IND-221302375354;5; ;R$ 4.180,86;1509.0;04-14-2022;1;146572.61;1.116,70;  Telefone;OK;0.185;boleto
